Timestamp,Pod_Name,Node_Name,Namespace,CPU_Usage(Cores),Memory_Usage(MB),Network_Latency(ms),Disk_IO(MB/s),Restart_Count,Failure_Type,Risk_Level,failure_flag
2025-03-20 20:49:32.438401+00:00,pod-42,node-2,production,0.88,6541.89,477.32,229.96,4,Network Issue,High Risk,1
2025-03-21 01:04:32.438427+00:00,pod-11,node-3,staging,1.76,2756.61,372.18,544.73,10,Pod Crash,High Risk,1
2025-03-21 02:30:32.438453+00:00,pod-11,node-1,staging,0.45,4977.38,63.64,446.73,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-19 06:57:32.438481+00:00,pod-47,node-8,kube-system,1.25,2714.54,432.94,256.21,2,Node Failure,High Risk,1
2025-03-17 11:11:32.438508+00:00,pod-49,node-8,kube-system,1.17,6233.41,366.99,644.52,8,Node Failure,High Risk,1
2025-03-22 06:05:32.438537+00:00,pod-12,node-9,production,0.25,2135.08,279.41,686.4,2,Resource Exhaustion,Low to Medium Risk,1
2025-03-18 21:57:32.438579+00:00,pod-40,node-8,staging,1.02,677.69,411.53,800.81,4,Node Failure,High Risk,1
2025-03-16 15:49:32.438607+00:00,pod-9,node-1,kube-system,0.73,7215.31,311.59,939.12,6,Pod Crash,High Risk,1
2025-03-15 15:17:32.438633+00:00,pod-49,node-7,staging,0.13,5805.24,469.93,677.5,8,Resource Exhaustion,High Risk,1
2025-03-20 09:29:32.438659+00:00,pod-36,node-6,production,1.57,4419.03,168.53,808.37,7,Network Issue,High Risk,1
2025-03-15 19:41:32.438695+00:00,pod-10,node-6,production,2.46,3787.28,470.21,158.5,10,Network Issue,High Risk,1
2025-03-18 09:36:32.438730+00:00,pod-9,node-3,production,2.38,7296.53,441.85,900.4,5,Pod Crash,High Risk,1
2025-03-15 17:08:32.438757+00:00,pod-7,node-7,default,0.18,3035.45,146.46,548.07,2,No Failure,No Risk,0
2025-03-16 05:47:32.438798+00:00,pod-45,node-7,production,2.06,2758.34,432.71,313.14,1,Resource Exhaustion,High Risk,1
2025-03-16 01:06:32.438825+00:00,pod-15,node-4,staging,0.98,1634.96,290.52,845.41,7,Network Issue,High Risk,1
2025-03-18 10:48:32.438851+00:00,pod-15,node-6,default,0.79,4244.06,291.86,980.2,7,Node Failure,High Risk,1
2025-03-19 17:24:32.438877+00:00,pod-37,node-9,production,0.28,7089.17,418.11,499.03,4,Network Issue,High Risk,1
2025-03-22 07:22:32.438903+00:00,pod-36,node-7,production,1.93,3328.88,241.79,797.37,5,Pod Crash,Low to Medium Risk,1
2025-03-18 08:54:32.438930+00:00,pod-3,node-10,staging,2.4,2118.83,386.26,905.08,6,Node Failure,High Risk,1
2025-03-18 15:39:32.438956+00:00,pod-6,node-6,kube-system,2.16,3167.44,19.53,133.73,6,Resource Exhaustion,High Risk,1
2025-03-18 11:01:32.438982+00:00,pod-17,node-7,kube-system,2.16,4076.19,242.03,413.35,0,Resource Exhaustion,High Risk,1
2025-03-16 16:35:32.439009+00:00,pod-30,node-1,kube-system,1.58,2304.43,195.15,163.25,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 23:09:32.439047+00:00,pod-33,node-9,kube-system,0.96,5507.38,352.83,723.82,10,Resource Exhaustion,High Risk,1
2025-03-16 07:36:32.439081+00:00,pod-45,node-4,staging,0.37,1587.31,56.02,425.83,2,No Failure,No Risk,0
2025-03-18 00:11:32.439108+00:00,pod-18,node-5,production,1.29,4725.76,321.21,713.33,9,Resource Exhaustion,High Risk,1
2025-03-17 16:59:32.439135+00:00,pod-46,node-4,production,1.87,6711.0,380.74,93.62,4,Resource Exhaustion,High Risk,1
2025-03-16 07:21:32.439178+00:00,pod-36,node-10,kube-system,0.65,1440.97,164.7,952.52,10,Pod Crash,High Risk,1
2025-03-20 18:37:32.439208+00:00,pod-21,node-6,default,1.51,154.26,169.69,940.81,8,Network Issue,High Risk,1
2025-03-21 18:47:32.439255+00:00,pod-8,node-5,production,1.09,6783.53,151.34,782.97,6,Network Issue,High Risk,1
2025-03-19 02:45:32.439285+00:00,pod-14,node-1,staging,1.9,5739.1,228.5,947.28,5,Network Issue,Low to Medium Risk,1
2025-03-18 07:21:32.439312+00:00,pod-31,node-10,staging,0.81,6624.65,233.45,256.75,2,Pod Crash,High Risk,1
2025-03-22 05:04:32.439354+00:00,pod-39,node-1,kube-system,0.92,604.65,321.72,207.62,2,Pod Crash,Low to Medium Risk,1
2025-03-16 07:43:32.439383+00:00,pod-44,node-10,production,0.9,1295.55,369.36,792.59,3,Network Issue,Low to Medium Risk,1
2025-03-20 17:20:32.439411+00:00,pod-5,node-3,production,1.59,2973.51,36.78,576.48,1,Pod Crash,Low to Medium Risk,1
2025-03-18 13:31:32.439437+00:00,pod-19,node-7,staging,1.31,2940.47,108.93,523.71,6,Node Failure,High Risk,1
2025-03-18 09:38:32.439463+00:00,pod-25,node-7,staging,1.7,7673.39,252.23,124.85,0,Resource Exhaustion,High Risk,1
2025-03-20 10:04:32.439489+00:00,pod-28,node-5,default,1.42,4656.05,107.72,375.28,1,Pod Crash,Low to Medium Risk,1
2025-03-20 05:57:32.439514+00:00,pod-35,node-8,kube-system,0.35,4418.12,127.79,621.17,9,Node Failure,High Risk,1
2025-03-16 04:05:32.439540+00:00,pod-44,node-3,production,0.44,216.37,193.18,297.47,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 02:53:32.439569+00:00,pod-13,node-6,default,2.35,2004.15,134.82,861.12,6,Resource Exhaustion,High Risk,1
2025-03-16 17:34:32.439598+00:00,pod-28,node-10,staging,0.42,5799.36,401.76,772.88,6,Resource Exhaustion,High Risk,1
2025-03-18 01:34:32.439635+00:00,pod-41,node-3,staging,1.32,1535.79,436.07,962.98,8,Resource Exhaustion,High Risk,1
2025-03-19 12:37:32.439678+00:00,pod-44,node-3,staging,1.66,7683.18,11.22,271.21,5,Pod Crash,High Risk,1
2025-03-17 16:19:32.439708+00:00,pod-32,node-10,kube-system,1.99,1486.96,228.56,566.07,4,Node Failure,Low to Medium Risk,1
2025-03-21 22:52:32.439746+00:00,pod-25,node-4,production,1.31,1132.76,407.06,350.4,3,Resource Exhaustion,High Risk,1
2025-03-15 13:12:32.439792+00:00,pod-35,node-10,staging,1.09,4167.98,281.56,365.88,7,Network Issue,High Risk,1
2025-03-18 17:31:32.439825+00:00,pod-13,node-7,default,0.18,3415.55,247.67,791.68,3,Network Issue,Low to Medium Risk,1
2025-03-20 02:42:32.439853+00:00,pod-29,node-5,production,0.13,3038.62,18.09,787.58,4,Pod Crash,Low to Medium Risk,1
2025-03-17 06:12:32.439883+00:00,pod-49,node-9,kube-system,0.53,6849.66,352.96,639.99,3,Resource Exhaustion,High Risk,1
2025-03-17 16:19:32.439910+00:00,pod-9,node-9,staging,2.33,2106.01,312.91,815.91,9,Resource Exhaustion,High Risk,1
2025-03-16 18:19:32.439936+00:00,pod-34,node-8,staging,0.09,1593.76,196.7,364.95,7,Pod Crash,High Risk,1
2025-03-19 01:13:32.439963+00:00,pod-21,node-1,default,0.89,4777.37,395.36,304.67,5,Resource Exhaustion,Low to Medium Risk,1
2025-03-21 06:34:32.439988+00:00,pod-13,node-10,production,1.31,3494.76,411.66,297.88,5,Resource Exhaustion,High Risk,1
2025-03-20 18:12:32.440016+00:00,pod-42,node-4,staging,0.94,4394.27,97.0,480.46,3,Resource Exhaustion,Low to Medium Risk,1
2025-03-16 16:41:32.440044+00:00,pod-12,node-8,staging,1.93,3296.17,280.23,981.91,0,Node Failure,Low to Medium Risk,1
2025-03-16 05:36:32.440070+00:00,pod-7,node-1,kube-system,1.26,6695.58,64.2,153.96,8,Pod Crash,High Risk,1
2025-03-20 08:28:32.440096+00:00,pod-23,node-9,default,0.24,6095.79,342.37,895.36,7,Pod Crash,High Risk,1
2025-03-21 14:01:32.440121+00:00,pod-47,node-2,staging,2.22,5071.72,299.46,275.2,0,Node Failure,High Risk,1
2025-03-19 06:46:32.440147+00:00,pod-28,node-7,default,0.08,4025.99,179.32,293.39,5,Network Issue,Low to Medium Risk,1
2025-03-15 23:35:32.440173+00:00,pod-26,node-3,staging,0.03,4515.02,270.16,309.69,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-22 00:04:32.440199+00:00,pod-16,node-7,kube-system,2.02,2871.14,390.99,869.14,1,Pod Crash,High Risk,1
2025-03-21 20:52:32.440224+00:00,pod-39,node-1,default,0.94,7171.31,464.14,374.37,1,Resource Exhaustion,High Risk,1
2025-03-19 06:51:32.440261+00:00,pod-5,node-5,default,2.07,7901.39,446.66,533.87,8,Pod Crash,High Risk,1
2025-03-20 06:47:32.440339+00:00,pod-22,node-7,default,1.92,6698.79,460.57,205.21,0,Network Issue,High Risk,1
2025-03-17 00:18:32.440393+00:00,pod-37,node-1,kube-system,1.69,144.83,311.07,572.24,9,Pod Crash,High Risk,1
2025-03-19 21:33:32.440433+00:00,pod-12,node-2,staging,1.96,6488.56,463.59,125.78,4,Node Failure,High Risk,1
2025-03-20 18:49:32.440464+00:00,pod-4,node-5,production,0.12,7088.39,57.22,709.75,9,Network Issue,High Risk,1
2025-03-18 16:34:32.440490+00:00,pod-46,node-5,staging,1.89,2103.18,436.94,411.83,10,Resource Exhaustion,High Risk,1
2025-03-18 08:00:32.440516+00:00,pod-30,node-2,staging,2.07,6878.18,444.79,114.8,4,Pod Crash,High Risk,1
2025-03-22 00:34:32.440553+00:00,pod-35,node-1,staging,1.98,3002.61,273.54,80.97,10,Node Failure,High Risk,1
2025-03-16 10:39:32.440584+00:00,pod-1,node-9,kube-system,0.69,6199.06,266.4,558.81,5,Pod Crash,High Risk,1
2025-03-21 17:59:32.440613+00:00,pod-2,node-7,kube-system,0.8,4857.26,474.39,966.82,4,Pod Crash,High Risk,1
2025-03-22 00:38:32.440640+00:00,pod-44,node-3,production,1.23,2108.75,141.49,324.6,5,Pod Crash,Low to Medium Risk,1
2025-03-22 05:43:32.440668+00:00,pod-16,node-6,default,1.88,1497.35,237.59,751.15,8,Node Failure,High Risk,1
2025-03-20 10:10:32.440702+00:00,pod-38,node-10,production,1.84,3391.22,234.82,421.54,10,Pod Crash,High Risk,1
2025-03-18 09:01:32.440740+00:00,pod-18,node-10,production,0.2,6269.54,414.06,613.68,10,Network Issue,High Risk,1
2025-03-19 09:14:32.440775+00:00,pod-28,node-1,staging,0.04,718.11,46.2,942.18,9,Node Failure,High Risk,1
2025-03-22 06:02:32.440816+00:00,pod-43,node-7,staging,2.13,6236.1,130.89,240.79,5,Node Failure,High Risk,1
2025-03-21 11:19:32.440850+00:00,pod-39,node-7,production,1.64,1618.66,145.7,706.34,7,Resource Exhaustion,High Risk,1
2025-03-20 10:43:32.440876+00:00,pod-2,node-2,kube-system,0.98,7793.3,15.09,54.02,8,Node Failure,High Risk,1
2025-03-16 00:39:32.440902+00:00,pod-15,node-3,staging,2.15,5747.87,195.52,808.44,3,Pod Crash,High Risk,1
2025-03-17 18:20:32.440928+00:00,pod-26,node-5,default,2.03,2150.72,49.82,328.94,0,Node Failure,High Risk,1
2025-03-19 02:39:32.440953+00:00,pod-44,node-8,kube-system,0.61,352.8,349.15,253.23,6,Network Issue,High Risk,1
2025-03-15 16:22:32.440978+00:00,pod-37,node-4,staging,1.62,7303.13,55.19,879.04,4,Resource Exhaustion,High Risk,1
2025-03-18 00:10:32.441003+00:00,pod-17,node-9,production,1.38,4235.51,365.32,451.47,2,Network Issue,Low to Medium Risk,1
2025-03-19 19:38:32.441045+00:00,pod-24,node-10,kube-system,2.34,2891.38,395.29,796.74,0,Resource Exhaustion,High Risk,1
2025-03-20 21:48:32.441086+00:00,pod-23,node-5,kube-system,0.13,4253.48,245.78,738.38,4,Pod Crash,Low to Medium Risk,1
2025-03-21 05:05:32.441112+00:00,pod-29,node-9,production,1.64,3675.16,349.52,340.8,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 23:15:32.441138+00:00,pod-38,node-3,staging,1.91,4126.31,277.16,404.25,3,Network Issue,Low to Medium Risk,1
2025-03-20 07:36:32.441171+00:00,pod-7,node-1,staging,1.59,6348.33,345.5,884.46,5,Network Issue,High Risk,1
2025-03-17 07:41:32.441214+00:00,pod-20,node-4,kube-system,1.03,1736.22,309.04,671.7,9,Resource Exhaustion,High Risk,1
2025-03-20 09:03:32.441246+00:00,pod-1,node-1,staging,0.78,2294.15,280.99,748.21,5,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 03:54:32.441273+00:00,pod-10,node-10,production,2.44,2324.78,318.75,511.97,9,Network Issue,High Risk,1
2025-03-22 02:41:32.441301+00:00,pod-44,node-7,kube-system,0.61,7636.92,58.15,756.6,9,Network Issue,High Risk,1
2025-03-21 15:49:32.441344+00:00,pod-4,node-8,staging,0.08,1039.62,284.16,922.02,6,Network Issue,High Risk,1
2025-03-17 07:46:32.441390+00:00,pod-37,node-6,staging,1.12,4426.25,245.88,944.4,2,Network Issue,Low to Medium Risk,1
2025-03-16 10:08:32.441422+00:00,pod-50,node-7,production,1.6,6610.11,462.11,605.05,1,Pod Crash,High Risk,1
2025-03-16 12:30:32.441459+00:00,pod-18,node-3,kube-system,1.04,2963.83,393.01,174.01,7,Network Issue,High Risk,1
2025-03-17 06:23:32.441505+00:00,pod-5,node-4,staging,0.47,6056.69,62.75,415.07,3,Node Failure,High Risk,1
2025-03-17 17:03:32.441534+00:00,pod-46,node-3,kube-system,0.74,649.07,452.38,186.43,6,Node Failure,High Risk,1
2025-03-18 08:49:32.441560+00:00,pod-34,node-2,production,1.5,2796.04,37.47,186.18,6,Resource Exhaustion,High Risk,1
2025-03-16 02:03:32.441586+00:00,pod-35,node-10,production,2.09,3332.32,256.74,173.98,0,Resource Exhaustion,High Risk,1
2025-03-21 20:04:32.441613+00:00,pod-36,node-2,kube-system,0.38,4255.08,80.76,520.7,0,Node Failure,Low to Medium Risk,1
2025-03-20 22:00:32.441639+00:00,pod-22,node-8,default,0.21,2821.19,235.06,795.39,8,Node Failure,High Risk,1
2025-03-16 07:13:32.441665+00:00,pod-9,node-2,production,1.91,5578.82,114.25,838.59,4,Network Issue,Low to Medium Risk,1
2025-03-16 18:04:32.441692+00:00,pod-36,node-9,default,2.45,3912.57,294.02,759.52,9,Pod Crash,High Risk,1
2025-03-19 17:52:32.441718+00:00,pod-33,node-7,kube-system,2.42,1046.54,468.22,89.76,2,Resource Exhaustion,High Risk,1
2025-03-15 16:49:32.441743+00:00,pod-25,node-1,production,0.24,1841.6,126.25,649.72,0,No Failure,No Risk,0
2025-03-16 20:54:32.441773+00:00,pod-27,node-9,staging,1.39,1903.67,314.21,601.78,0,Network Issue,Low to Medium Risk,1
2025-03-18 22:38:32.441815+00:00,pod-45,node-9,production,0.48,4210.73,460.2,452.04,8,Resource Exhaustion,High Risk,1
2025-03-19 15:15:32.441859+00:00,pod-40,node-7,staging,1.81,1410.24,371.71,226.81,6,Resource Exhaustion,High Risk,1
2025-03-18 17:32:32.441903+00:00,pod-12,node-3,production,0.3,5553.6,311.18,468.25,1,Pod Crash,Low to Medium Risk,1
2025-03-16 04:55:32.441939+00:00,pod-47,node-4,staging,1.1,4389.41,490.69,588.54,2,Resource Exhaustion,High Risk,1
2025-03-21 14:59:32.441965+00:00,pod-7,node-8,staging,1.67,4492.57,15.83,776.43,0,Pod Crash,Low to Medium Risk,1
2025-03-16 17:30:32.441992+00:00,pod-13,node-6,kube-system,0.15,7813.18,309.94,341.2,3,Resource Exhaustion,High Risk,1
2025-03-17 00:27:32.442025+00:00,pod-45,node-8,staging,0.11,535.64,193.56,879.41,1,No Failure,No Risk,0
2025-03-17 08:00:32.442058+00:00,pod-5,node-8,production,1.43,1243.91,203.77,491.93,1,Node Failure,Low to Medium Risk,1
2025-03-17 00:37:32.442088+00:00,pod-47,node-5,production,1.96,2986.29,399.98,930.7,5,Network Issue,Low to Medium Risk,1
2025-03-19 11:51:32.442127+00:00,pod-40,node-8,staging,2.09,6669.06,158.56,731.67,10,Node Failure,High Risk,1
2025-03-17 21:22:32.442158+00:00,pod-13,node-6,production,0.78,6028.48,287.79,940.65,3,Resource Exhaustion,High Risk,1
2025-03-18 06:11:32.442184+00:00,pod-15,node-1,staging,1.69,3237.4,206.94,760.32,0,Network Issue,Low to Medium Risk,1
2025-03-19 09:50:32.442218+00:00,pod-42,node-6,staging,2.0,5139.65,385.64,87.19,10,Node Failure,High Risk,1
2025-03-22 00:51:32.442246+00:00,pod-28,node-7,kube-system,0.54,6086.69,286.05,381.76,10,Resource Exhaustion,High Risk,1
2025-03-21 05:22:32.442283+00:00,pod-18,node-3,staging,2.09,6576.54,23.9,829.26,8,Resource Exhaustion,High Risk,1
2025-03-17 00:35:32.442317+00:00,pod-3,node-3,production,2.06,3423.24,108.37,631.97,4,Network Issue,High Risk,1
2025-03-16 19:39:32.442349+00:00,pod-49,node-6,kube-system,1.34,5162.93,388.5,847.81,6,Node Failure,High Risk,1
2025-03-17 15:15:32.442382+00:00,pod-49,node-3,production,1.01,2244.11,273.42,258.85,3,Pod Crash,Low to Medium Risk,1
2025-03-18 02:24:32.442414+00:00,pod-4,node-7,staging,2.17,154.15,178.15,605.16,9,Node Failure,High Risk,1
2025-03-17 10:21:32.442440+00:00,pod-14,node-6,production,1.03,7361.51,302.79,420.75,1,Resource Exhaustion,High Risk,1
2025-03-19 05:43:32.442479+00:00,pod-3,node-3,default,0.84,928.93,289.29,902.46,10,Network Issue,High Risk,1
2025-03-18 21:34:32.442506+00:00,pod-8,node-8,production,0.81,6338.84,343.42,435.24,5,Node Failure,High Risk,1
2025-03-17 23:25:32.442552+00:00,pod-9,node-3,production,1.15,6000.75,358.45,452.54,8,Pod Crash,High Risk,1
2025-03-16 04:39:32.442590+00:00,pod-35,node-2,production,1.31,2454.38,236.12,731.83,3,Resource Exhaustion,Low to Medium Risk,1
2025-03-15 22:49:32.442622+00:00,pod-15,node-5,default,0.27,4529.57,179.22,89.54,8,Network Issue,High Risk,1
2025-03-15 21:13:32.442667+00:00,pod-38,node-10,kube-system,1.15,6779.62,322.15,588.01,5,Node Failure,High Risk,1
2025-03-22 02:38:32.442695+00:00,pod-26,node-3,default,1.41,4285.97,367.76,541.73,5,Network Issue,Low to Medium Risk,1
2025-03-21 09:22:32.442722+00:00,pod-23,node-10,default,2.02,7469.47,224.87,931.05,7,Network Issue,High Risk,1
2025-03-22 10:51:32.442748+00:00,pod-46,node-2,production,0.39,4225.64,78.87,101.19,1,Node Failure,Low to Medium Risk,1
2025-03-16 20:29:32.442778+00:00,pod-21,node-6,kube-system,2.24,5985.61,460.7,677.17,2,Node Failure,High Risk,1
2025-03-19 00:50:32.442806+00:00,pod-45,node-3,staging,0.84,7392.97,451.98,202.02,2,Node Failure,High Risk,1
2025-03-22 00:10:32.442833+00:00,pod-2,node-1,default,0.09,126.49,201.47,363.67,7,Node Failure,High Risk,1
2025-03-17 16:59:32.442871+00:00,pod-30,node-4,staging,1.91,712.51,499.9,655.74,1,Node Failure,High Risk,1
2025-03-17 13:03:32.443025+00:00,pod-21,node-6,kube-system,2.1,5532.86,65.06,110.54,1,Resource Exhaustion,High Risk,1
2025-03-21 22:54:32.443073+00:00,pod-32,node-2,staging,1.3,2296.12,259.62,590.74,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-18 15:07:32.443107+00:00,pod-44,node-6,staging,0.72,2096.69,390.82,745.31,5,Network Issue,Low to Medium Risk,1
2025-03-18 14:04:32.443133+00:00,pod-44,node-10,production,2.19,5023.93,352.11,159.91,4,Network Issue,High Risk,1
2025-03-15 22:26:32.443175+00:00,pod-13,node-10,production,1.47,7195.67,487.63,671.86,0,Pod Crash,High Risk,1
2025-03-15 16:53:32.443226+00:00,pod-41,node-6,production,1.68,2919.89,190.0,238.4,2,Pod Crash,Low to Medium Risk,1
2025-03-20 15:17:32.443270+00:00,pod-31,node-9,kube-system,0.63,2737.08,499.64,787.33,2,Pod Crash,High Risk,1
2025-03-18 22:03:32.443304+00:00,pod-13,node-10,kube-system,0.81,5250.13,48.94,114.07,10,Pod Crash,High Risk,1
2025-03-16 11:02:32.443341+00:00,pod-17,node-6,kube-system,0.25,3012.69,365.23,315.48,10,Network Issue,High Risk,1
2025-03-17 14:06:32.443382+00:00,pod-47,node-7,production,0.14,5184.48,295.41,164.53,5,Network Issue,Low to Medium Risk,1
2025-03-18 09:11:32.443417+00:00,pod-34,node-6,production,0.62,1310.6,206.82,824.52,1,Pod Crash,Low to Medium Risk,1
2025-03-18 02:22:32.443454+00:00,pod-43,node-3,staging,2.21,7657.82,254.19,286.55,10,Node Failure,High Risk,1
2025-03-18 12:18:32.443488+00:00,pod-48,node-2,staging,2.12,697.01,270.29,878.01,7,Resource Exhaustion,High Risk,1
2025-03-16 02:26:32.443515+00:00,pod-40,node-8,kube-system,1.88,6186.96,42.01,749.09,8,Node Failure,High Risk,1
2025-03-20 19:46:32.443542+00:00,pod-17,node-10,kube-system,0.11,149.27,195.48,891.29,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-21 00:48:32.443577+00:00,pod-44,node-1,default,0.53,4897.05,279.06,893.25,0,Network Issue,Low to Medium Risk,1
2025-03-21 22:46:32.443623+00:00,pod-24,node-8,staging,0.32,767.79,167.23,107.34,8,Resource Exhaustion,High Risk,1
2025-03-21 15:23:32.443674+00:00,pod-23,node-10,production,2.47,3505.18,69.14,222.08,8,Network Issue,High Risk,1
2025-03-21 08:55:32.443722+00:00,pod-9,node-5,staging,1.01,5014.17,26.66,471.62,4,Node Failure,Low to Medium Risk,1
2025-03-15 20:50:32.443757+00:00,pod-48,node-9,production,1.69,900.98,193.28,653.19,1,Node Failure,Low to Medium Risk,1
2025-03-19 04:52:32.443785+00:00,pod-22,node-10,production,0.82,684.3,492.02,872.24,8,Pod Crash,High Risk,1
2025-03-18 05:34:32.443812+00:00,pod-46,node-7,staging,0.29,2186.62,118.63,296.9,7,Network Issue,High Risk,1
2025-03-16 11:16:32.443839+00:00,pod-8,node-4,production,0.2,3798.95,56.61,949.15,0,No Failure,No Risk,0
2025-03-17 11:09:32.443864+00:00,pod-44,node-7,staging,0.93,7068.55,173.67,565.89,10,Node Failure,High Risk,1
2025-03-16 18:15:32.443890+00:00,pod-1,node-2,kube-system,0.43,5662.15,427.5,869.28,10,Resource Exhaustion,High Risk,1
2025-03-21 20:27:32.443916+00:00,pod-12,node-3,production,2.25,2665.91,452.94,833.49,7,Network Issue,High Risk,1
2025-03-19 23:43:32.443955+00:00,pod-25,node-2,kube-system,0.95,5720.83,1.92,464.53,6,Node Failure,High Risk,1
2025-03-20 19:49:32.443993+00:00,pod-39,node-8,default,1.68,2643.89,263.01,807.52,9,Network Issue,High Risk,1
2025-03-22 04:12:32.444035+00:00,pod-22,node-2,default,0.72,2195.51,370.58,230.7,7,Network Issue,High Risk,1
2025-03-18 00:44:32.444090+00:00,pod-34,node-5,kube-system,1.35,2392.74,49.73,314.89,7,Pod Crash,High Risk,1
2025-03-17 22:07:32.444122+00:00,pod-30,node-10,staging,2.31,4316.25,86.68,352.78,8,Node Failure,High Risk,1
2025-03-19 10:20:32.444167+00:00,pod-26,node-7,staging,1.98,280.81,220.07,52.95,7,Network Issue,High Risk,1
2025-03-22 05:00:32.444203+00:00,pod-35,node-2,default,1.11,7082.66,494.32,91.91,2,Network Issue,High Risk,1
2025-03-16 18:18:32.444233+00:00,pod-39,node-7,kube-system,2.18,1519.19,221.47,683.42,7,Resource Exhaustion,High Risk,1
2025-03-22 06:32:32.444269+00:00,pod-35,node-3,default,0.91,5020.55,97.71,544.03,10,Pod Crash,High Risk,1
2025-03-18 13:28:32.444327+00:00,pod-45,node-1,production,1.7,6646.84,185.65,326.45,10,Pod Crash,High Risk,1
2025-03-18 19:58:32.444371+00:00,pod-43,node-6,production,1.5,280.25,414.31,229.35,2,Pod Crash,High Risk,1
2025-03-22 06:51:32.444424+00:00,pod-34,node-3,kube-system,1.31,5343.88,450.98,323.21,9,Node Failure,High Risk,1
2025-03-20 19:00:32.444478+00:00,pod-13,node-2,production,1.49,685.03,258.01,878.5,8,Node Failure,High Risk,1
2025-03-20 00:33:32.444523+00:00,pod-33,node-1,production,1.78,7838.27,364.07,932.29,2,Network Issue,High Risk,1
2025-03-16 06:46:32.444550+00:00,pod-8,node-7,staging,2.11,7216.25,333.65,694.16,1,Node Failure,High Risk,1
2025-03-20 15:05:32.444575+00:00,pod-47,node-5,kube-system,1.7,5792.3,392.5,738.75,1,Node Failure,Low to Medium Risk,1
2025-03-17 14:41:32.444602+00:00,pod-11,node-8,production,0.01,2558.32,36.18,780.9,2,No Failure,No Risk,0
2025-03-21 20:12:32.444627+00:00,pod-46,node-2,default,1.09,7622.89,98.63,148.74,9,Resource Exhaustion,High Risk,1
2025-03-20 19:43:32.444654+00:00,pod-15,node-10,default,1.83,5498.03,95.89,64.0,6,Pod Crash,High Risk,1
2025-03-21 08:31:32.444681+00:00,pod-16,node-3,production,1.37,6537.16,94.58,174.98,6,Network Issue,High Risk,1
2025-03-16 12:46:32.444716+00:00,pod-23,node-3,default,0.04,7899.14,276.51,949.71,0,Pod Crash,High Risk,1
2025-03-18 18:32:32.444743+00:00,pod-19,node-4,default,0.02,1952.34,100.26,414.32,2,No Failure,No Risk,0
2025-03-20 11:56:32.444769+00:00,pod-48,node-7,default,0.8,3920.3,208.14,463.93,10,Pod Crash,High Risk,1
2025-03-20 12:55:32.444799+00:00,pod-8,node-3,staging,2.29,6190.51,52.69,794.27,8,Resource Exhaustion,High Risk,1
2025-03-21 08:54:32.444825+00:00,pod-3,node-10,default,1.0,5763.21,235.27,730.41,2,Node Failure,Low to Medium Risk,1
2025-03-20 15:49:32.444859+00:00,pod-6,node-8,production,0.58,4390.02,490.16,797.22,8,Network Issue,High Risk,1
2025-03-19 11:16:32.444896+00:00,pod-46,node-8,default,1.19,6632.18,38.26,300.48,8,Network Issue,High Risk,1
2025-03-20 07:08:32.444923+00:00,pod-29,node-4,kube-system,0.88,7179.53,483.5,516.63,5,Resource Exhaustion,High Risk,1
2025-03-22 02:19:32.444950+00:00,pod-4,node-4,staging,0.53,1672.34,333.95,410.95,6,Network Issue,High Risk,1
2025-03-21 06:47:32.444976+00:00,pod-14,node-9,kube-system,1.84,563.62,276.58,611.75,2,Network Issue,Low to Medium Risk,1
2025-03-22 07:10:32.445011+00:00,pod-41,node-6,staging,0.39,6684.09,232.78,561.06,2,Node Failure,High Risk,1
2025-03-19 07:44:32.445054+00:00,pod-18,node-3,staging,0.1,5828.29,349.24,220.73,0,Resource Exhaustion,Low to Medium Risk,1
2025-03-15 16:51:32.445091+00:00,pod-13,node-10,kube-system,1.07,6945.78,285.57,779.85,7,Node Failure,High Risk,1
2025-03-20 18:54:32.445133+00:00,pod-15,node-6,staging,0.07,3047.38,377.34,330.51,0,Node Failure,Low to Medium Risk,1
2025-03-21 04:02:32.445163+00:00,pod-39,node-9,staging,2.27,6359.65,35.52,642.31,5,Network Issue,High Risk,1
2025-03-21 10:00:32.445189+00:00,pod-28,node-5,default,1.85,3544.52,113.84,563.23,5,Network Issue,Low to Medium Risk,1
2025-03-22 08:06:32.445219+00:00,pod-12,node-4,default,0.1,7499.34,454.7,297.73,5,Network Issue,High Risk,1
2025-03-22 09:02:32.445262+00:00,pod-6,node-9,production,0.75,2058.17,248.52,395.82,7,Resource Exhaustion,High Risk,1
2025-03-16 07:39:32.445310+00:00,pod-16,node-4,kube-system,2.28,5008.5,68.97,693.22,1,Resource Exhaustion,High Risk,1
2025-03-20 04:03:32.445352+00:00,pod-20,node-2,kube-system,0.35,3258.21,488.59,655.91,6,Pod Crash,High Risk,1
2025-03-16 14:56:32.445379+00:00,pod-37,node-1,production,0.61,2761.06,185.67,484.72,7,Pod Crash,High Risk,1
